coupling threshold,edge density,algebraic connectivity
5.94555,0.101010101,1.682175575
1.346,0.202020202,6.736543433
0.7966,0.303030303,12.4792578
0.5451,0.404040404,20.88257527
0.39505,0.505050505,30.00137816
0.3445,0.585858586,41.25521591
0.2945,0.686868687,53.85476022
0.2445,0.787878788,66.96033675
